name,light_years_from_earth,planet_mass,stellar_magnitude,discovery_date
HD 219415 b,539,1 Jupiter,8.909,2012
HD 219666 b,307,16.6 Earths,9.809,2018
HD 219828 b,238,20.97678 Earths,8.04,2007
HD 219077 b,95,10.39 Jupiters,6.12,2012
HD 219134 b,21,4.74 Earths,5.56911,2015
HD 219134 c,21,4.36 Earths,5.56911,2015
HD 219134 d,21,16.17 Earths,5.56911,2015
HD 219134 f,21,7.3 Earths,5.56911,2015
HD 219134 g,21,10.80622 Earths,5.56911,2015
HD 219134 h,21,0.34 Jupiters,5.56911,2015
HD 219415 b,539,1 Jupiter,8.909,2012
HD 219666 b,307,16.6 Earths,9.809,2018
HD 219828 b,238,20.97678 Earths,8.04,2007
HD 219077 b,95,10.39 Jupiters,6.12,2012
HD 219134 b,21,4.74 Earths,5.56911,2015
HD 219134 c,21,4.36 Earths,5.56911,2015
HD 219134 d,21,16.17 Earths,5.56911,2015
HD 219134 f,21,7.3 Earths,5.56911,2015
HD 219134 g,21,10.80622 Earths,5.56911,2015
HD 219134 h,21,0.34 Jupiters,5.56911,2015
HD 219415 b,539,1 Jupiter,8.909,2012
HD 219666 b,307,16.6 Earths,9.809,2018
HD 219828 b,238,20.97678 Earths,8.04,2007
HD 219077 b,95,10.39 Jupiters,6.12,2012
HD 219134 b,21,4.74 Earths,5.56911,2015
HD 219134 c,21,4.36 Earths,5.56911,2015
HD 219134 d,21,16.17 Earths,5.56911,2015
HD 219134 f,21,7.3 Earths,5.56911,2015
HD 219134 g,21,10.80622 Earths,5.56911,2015
HD 219134 h,21,0.34 Jupiters,5.56911,2015
HD 219415 b,539,1 Jupiter,8.909,2012
HD 219666 b,307,16.6 Earths,9.809,2018
HD 219828 b,238,20.97678 Earths,8.04,2007
HD 24064 b,979,12.89 Jupiters,6.74616,2015
HD 24085 b,179,11.8 Earths,7.57,2019
HD 25015 b,122,4.48 Jupiters,8.87,2019
HD 25171 b,181,0.915 Jupiters,7.77,2010
HD 26161 b,133,13.5 Jupiters,6.89333,2021
HD 2638 b,179,0.42 Jupiters,9.44,2005
HD 2685 b,642,1.17 Jupiters,9.595,2019
HD 26965 b,16,8.47 Earths,4.42018,2018
HD 27442 b,60,1.56 Jupiters,4.44,2000
HD 27631 b,164,1.494 Jupiters,8.26,2012
HD 219828 c,238,14.6 Jupiters,8.04,2016
HD 220074 b,1059,16.64 Jupiters,6.40607,2012
HD 220197 b,210,0.2 Jupiters,8.92,2018
HD 220689 b,153,1.118 Jupiters,7.74,2012
HD 220773 b,165,1.45 Jupiters,7.10831,2011
HD 220842 b,211,3.18 Jupiters,7.98,2016
HD 221287 b,182,3.09 Jupiters,7.82,2007
HD 221416 b,312,0.19 Jupiters,8.15,2019
HD 221420 b,102,22.9 Jupiters,5.82,2019
HD 221585 b,182,1.61 Jupiters,7.457,2016
HD 219828 c,238,14.6 Jupiters,8.04,2016
HD 220074 b,1059,16.64 Jupiters,6.40607,2012
HD 220197 b,210,0.2 Jupiters,8.92,2018
HD 220689 b,153,1.118 Jupiters,7.74,2012
HD 220773 b,165,1.45 Jupiters,7.10831,2011
HD 220842 b,211,3.18 Jupiters,7.98,2016
HD 221287 b,182,3.09 Jupiters,7.82,2007
HD 221416 b,312,0.19 Jupiters,8.15,2019
HD 221420 b,102,22.9 Jupiters,5.82,2019
HD 221585 b,182,1.61 Jupiters,7.457,2016
HD 24064 b,979,12.89 Jupiters,6.74616,2015
HD 24085 b,179,11.8 Earths,7.57,2019
HD 25015 b,122,4.48 Jupiters,8.87,2019
HD 25171 b,181,0.915 Jupiters,7.77,2010
HD 26161 b,133,13.5 Jupiters,6.89333,2021
HD 2638 b,179,0.42 Jupiters,9.44,2005
HD 2685 b,642,1.17 Jupiters,9.595,2019
HD 26965 b,16,8.47 Earths,4.42018,2018
HD 27442 b,60,1.56 Jupiters,4.44,2000
HD 27631 b,164,1.494 Jupiters,8.26,2012
HD 60532 b,85,1.06 Jupiters,4.44,2008
HD 60532 c,85,2.51 Jupiters,4.44,2008
HD 62509 b,34,2.3 Jupiters,1.12512,2006
HD 63433 b,73,5.27 Earths,6.92035,2020
HD 63433 c,73,7.61 Earths,6.92035,2020
HD 63454 b,123,0.25 Jupiters,9.37,2005
HD 63765 b,106,0.53 Jupiters,8.1,2009
HD 64114 b,103,17.8 Earths,7.71,2019
HD 6434 b,138,0.49 Jupiters,7.72,2003
HD 65216 b,115,1.295 Jupiters,7.97,2003
HD 60532 b,85,1.06 Jupiters,4.44,2008
HD 60532 c,85,2.51 Jupiters,4.44,2008
HD 62509 b,34,2.3 Jupiters,1.12512,2006
HD 63433 b,73,5.27 Earths,6.92035,2020
HD 63433 c,73,7.61 Earths,6.92035,2020
HD 63454 b,123,0.25 Jupiters,9.37,2005
HD 63765 b,106,0.53 Jupiters,8.1,2009
HD 64114 b,103,17.8 Earths,7.71,2019
HD 6434 b,138,0.49 Jupiters,7.72,2003
HD 65216 b,115,1.295 Jupiters,7.97,2003
HD 40956 b,380,2.7 Jupiters,6.42794,2017
HD 40979 b,111,4.67 Jupiters,6.75512,2002
HD 41004 A b,120,2.54 Jupiters,8.65,2004
HD 41004 B b,136,18.37 Jupiters,8.6078,2003
HD 4113 b,137,1.56 Jupiters,7.88,2007
HD 42012 b,120,1.6 Jupiters,8.44,2017
HD 4203 b,265,2.23 Jupiters,8.7,2001
HD 4203 c,265,2.17 Jupiters,8.7,2014
HD 4208 b,112,0.81 Jupiters,7.783,2001
HD 42618 b,79,14.4 Earths,6.87,2016
HD 45652 b,114,0.433 Jupiters,8.1,2008
HD 46375 b,96,0.226 Jupiters,7.91,2000
HD 47186 b,122,22.2481 Earths,7.63,2008
HD 47186 c,122,0.35061 Jupiters,7.63,2008
HD 4732 b,179,2.37 Jupiters,5.9,2012
HD 4732 c,179,2.37 Jupiters,5.9,2012
HD 47366 b,275,2.3 Jupiters,6.11151,2016
HD 47366 c,275,1.88 Jupiters,6.11151,2016
HD 47536 b,400,7.32 Jupiters,5.25,2002
HD 4760 b,1755,13.9 Jupiters,7.51,2021
HD 332231 b,263,0.244 Jupiters,8.558,2020
HD 33283 b,293,0.329 Jupiters,8.05,2006
HD 33564 b,68,9.1 Jupiters,5.10111,2005
HD 33844 b,345,2.01 Jupiters,7.29,2015
HD 33844 c,345,1.75 Jupiters,7.29,2015
HD 34445 b,150,0.82 Jupiters,7.31,2009
HD 34445 c,150,0.168 Jupiters,7.31,2017
HD 34445 d,150,30.7 Earths,7.31,2017
HD 34445 e,150,16.8 Earths,7.31,2017
HD 34445 f,150,37.9 Earths,7.31,2017
HD 290327 b,184,2.43 Jupiters,8.99,2009
HD 2952 b,359,1.37 Jupiters,5.9258,2013
HD 30177 b,181,8.622 Jupiters,8.41,2002
HD 30177 c,181,7.6 Jupiters,8.41,2016
HD 30562 b,85,1.22 Jupiters,5.77466,2009
HD 30669 b,189,0.47 Jupiters,9.12,2014
HD 30856 b,428,1.547 Jupiters,7.91,2011
HD 31253 b,190,0.62 Jupiters,7.13266,2010
HD 31527 b,125,10.47 Earths,7.49,2019
HD 31527 c,125,14.16 Earths,7.49,2019
HD 60532 b,85,1.06 Jupiters,4.44,2008
HD 60532 c,85,2.51 Jupiters,4.44,2008
HD 62509 b,34,2.3 Jupiters,1.12512,2006
HD 63433 b,73,5.27 Earths,6.92035,2020
HD 63433 c,73,7.61 Earths,6.92035,2020
HD 63454 b,123,0.25 Jupiters,9.37,2005
HD 63765 b,106,0.53 Jupiters,8.1,2009
HD 64114 b,103,17.8 Earths,7.71,2019
HD 6434 b,138,0.49 Jupiters,7.72,2003
HD 65216 b,115,1.295 Jupiters,7.97,2003
HD 60532 b,85,1.06 Jupiters,4.44,2008
HD 60532 c,85,2.51 Jupiters,4.44,2008
HD 62509 b,34,2.3 Jupiters,1.12512,2006
HD 63433 b,73,5.27 Earths,6.92035,2020
HD 63433 c,73,7.61 Earths,6.92035,2020
HD 63454 b,123,0.25 Jupiters,9.37,2005
HD 63765 b,106,0.53 Jupiters,8.1,2009
HD 64114 b,103,17.8 Earths,7.71,2019
HD 6434 b,138,0.49 Jupiters,7.72,2003
HD 65216 b,115,1.295 Jupiters,7.97,2003
HD 65216 c,115,2.03 Jupiters,7.97,2013
HD 66141 b,222,6 Jupiters,4.37821,2012
HD 66428 b,174,3.204 Jupiters,8.25,2005
HD 66428 c,174,27 Jupiters,8.25,2021
HD 67087 b,250,3.06 Jupiters,8.05,2015
HD 67087 c,250,4.85 Jupiters,8.05,2015
HD 6718 b,167,1.68 Jupiters,8.45,2009
HD 68402 b,256,3.07 Jupiters,9.11,2016
HD 68988 b,198,1.97 Jupiters,8.2,2001
HD 68988 c,198,15 Jupiters,8.2,2021
HD 233832 b,192,1.78 Jupiters,10.15,2018
HD 23472 b,127,17.92 Earths,9.73,2019
HD 23472 c,127,17.18 Earths,9.73,2019
HD 23596 b,170,9.03 Jupiters,7.26122,2003
HD 238090 b,50,6.89 Earths,9.71,2020
HD 238914 b,1694,6 Jupiters,8.770001,2018
HD 240210 b,1215,5.21 Jupiters,8.270001,2009
HD 240237 b,3045,15.89 Jupiters,8.19,2011
HD 24040 b,152,3.86 Jupiters,7.515,2006
HD 24040 c,152,0.201 Jupiters,7.515,2021
HD 4308 b,72,15.8915 Earths,6.55,2005
HD 4313 b,445,1.927 Jupiters,7.83,2009
HD 43197 b,204,0.6 Jupiters,8.98,2010
HD 43691 b,279,2.55 Jupiters,8.03,2007
HD 44219 b,173,0.58 Jupiters,7.69,2010
HD 45184 b,72,12.19 Earths,6.383,2019
HD 45184 c,72,8.81 Earths,6.383,2019
HD 45350 b,153,1.79 Jupiters,7.89,2004
HD 45364 b,112,0.1872 Jupiters,8.08,2008
HD 45364 c,112,0.6579 Jupiters,8.08,2008
HD 5278 c,188,18.4 Earths,7.94,2021
HD 5319 b,396,1.556 Jupiters,8.05,2007
HD 5319 c,396,1.053 Jupiters,8.05,2014
HD 55696 b,254,3.87 Jupiters,7.95,2018
HD 5583 b,715,5.78 Jupiters,7.604,2016
HD 5608 b,190,1.681 Jupiters,6.00272,2012
HD 564 b,167,0.33 Jupiters,8.32,2014
HD 5891 b,925,7.63 Jupiters,8.09,2011
HD 59686 A b,291,6.92 Jupiters,5.44299,2016
HD 60292 b,1028,6.5 Jupiters,6.94657,2020
HD 34445 g,150,0.38 Jupiters,7.31,2017
HD 35759 b,232,3.76 Jupiters,7.74,2016
HD 3651 b,36,0.228 Jupiters,5.88437,2003
HD 37124 b,103,0.675 Jupiters,7.68,2002
HD 37124 c,103,0.652 Jupiters,7.68,2002
HD 37124 d,103,0.696 Jupiters,7.68,2005
HD 37605 b,153,2.69 Jupiters,8.67,2004
HD 37605 c,153,3.19 Jupiters,8.67,2012
HD 3765 b,58,0.173 Jupiters,7.36,2021
HD 38283 b,124,0.4 Jupiters,6.69,2010
HD 40956 b,380,2.7 Jupiters,6.42794,2017
HD 40979 b,111,4.67 Jupiters,6.75512,2002
HD 41004 A b,120,2.54 Jupiters,8.65,2004
HD 41004 B b,136,18.37 Jupiters,8.6078,2003
HD 4113 b,137,1.56 Jupiters,7.88,2007
HD 42012 b,120,1.6 Jupiters,8.44,2017
HD 4203 b,265,2.23 Jupiters,8.7,2001
HD 4203 c,265,2.17 Jupiters,8.7,2014
HD 4208 b,112,0.81 Jupiters,7.783,2001
HD 42618 b,79,14.4 Earths,6.87,2016
HD 4308 b,72,15.8915 Earths,6.55,2005
HD 4313 b,445,1.927 Jupiters,7.83,2009
HD 43197 b,204,0.6 Jupiters,8.98,2010
HD 43691 b,279,2.55 Jupiters,8.03,2007
HD 44219 b,173,0.58 Jupiters,7.69,2010
HD 45184 b,72,12.19 Earths,6.383,2019
HD 45184 c,72,8.81 Earths,6.383,2019
HD 45350 b,153,1.79 Jupiters,7.89,2004
HD 45364 b,112,0.1872 Jupiters,8.08,2008
HD 45364 c,112,0.6579 Jupiters,8.08,2008
HD 45652 b,114,0.433 Jupiters,8.1,2008
HD 46375 b,96,0.226 Jupiters,7.91,2000
HD 47186 b,122,22.2481 Earths,7.63,2008
HD 47186 c,122,0.35061 Jupiters,7.63,2008
HD 4732 b,179,2.37 Jupiters,5.9,2012
HD 4732 c,179,2.37 Jupiters,5.9,2012
HD 47366 b,275,2.3 Jupiters,6.11151,2016
HD 47366 c,275,1.88 Jupiters,6.11151,2016
HD 47536 b,400,7.32 Jupiters,5.25,2002
HD 4760 b,1755,13.9 Jupiters,7.51,2021
HD 69830 b,41,10.2 Earths,5.96004,2006
HD 69830 c,41,11.8 Earths,5.96004,2006
HD 69830 d,41,18.1 Earths,5.96004,2006
HD 70573 b,193,6.1 Jupiters,8.667,2007
HD 70642 b,95,1.993 Jupiters,7.17,2003
HD 7199 b,118,0.27 Jupiters,8.06,2011
HD 72490 b,412,1.768 Jupiters,7.82,2018
HD 72659 b,169,3.85 Jupiters,7.46,2002
HD 72892 b,227,5.45 Jupiters,8.83,2016
HD 73267 b,164,3.097 Jupiters,8.9,2008
HD 69830 b,41,10.2 Earths,5.96004,2006
HD 69830 c,41,11.8 Earths,5.96004,2006
HD 69830 d,41,18.1 Earths,5.96004,2006
HD 70573 b,193,6.1 Jupiters,8.667,2007
HD 70642 b,95,1.993 Jupiters,7.17,2003
HD 7199 b,118,0.27 Jupiters,8.06,2011
HD 72490 b,412,1.768 Jupiters,7.82,2018
HD 72659 b,169,3.85 Jupiters,7.46,2002
HD 72892 b,227,5.45 Jupiters,8.83,2016
HD 73267 b,164,3.097 Jupiters,8.9,2008
HD 69830 b,41,10.2 Earths,5.96004,2006
HD 69830 c,41,11.8 Earths,5.96004,2006
HD 69830 d,41,18.1 Earths,5.96004,2006
HD 70573 b,193,6.1 Jupiters,8.667,2007
HD 70642 b,95,1.993 Jupiters,7.17,2003
HD 7199 b,118,0.27 Jupiters,8.06,2011
HD 72490 b,412,1.768 Jupiters,7.82,2018
HD 72659 b,169,3.85 Jupiters,7.46,2002
HD 72892 b,227,5.45 Jupiters,8.83,2016
HD 73267 b,164,3.097 Jupiters,8.9,2008
HD 81040 b,112,7.27 Jupiters,7.72,2005
HD 81688 b,280,2.7 Jupiters,5.39755,2007
HD 81817 b,878,27.1 Jupiters,4.26489,2020
HD 82886 b,414,2.33 Jupiters,7.62,2011
HD 82943 b,90,1.681 Jupiters,6.54993,2003
HD 82943 c,90,1.959 Jupiters,6.54993,2003
HD 8326 b,100,0.20955 Jupiters,8.76,2019
HD 83443 b,133,0.34 Jupiters,8.23,2002
HD 8535 b,181,0.68 Jupiters,7.7,2010
HD 85390 b,109,31.46517 Earths,8.54,2009
HD 76700 b,199,0.21 Jupiters,8.16,2002
HD 76920 b,600,3.93 Jupiters,7.83,2017
HD 77338 b,150,15.9 Earths,8.63,2012
HD 7924 b,55,6.3566 Earths,7.17896,2008
HD 7924 c,55,7.86 Earths,7.17896,2015
HD 7924 d,55,6.44 Earths,7.17896,2015
HD 79498 b,160,1.34 Jupiters,8.05,2011
HD 80606 b,217,4.38 Jupiters,9.06,2001
HD 80653 b,358,5.6 Earths,9.452,2020
HD 80869 b,279,4.86 Jupiters,8.48,2021
HD 290327 b,184,2.43 Jupiters,8.99,2009
HD 2952 b,359,1.37 Jupiters,5.9258,2013
HD 30177 b,181,8.622 Jupiters,8.41,2002
HD 30177 c,181,7.6 Jupiters,8.41,2016
HD 30562 b,85,1.22 Jupiters,5.77466,2009
HD 30669 b,189,0.47 Jupiters,9.12,2014
HD 30856 b,428,1.547 Jupiters,7.91,2011
HD 31253 b,190,0.62 Jupiters,7.13266,2010
HD 31527 b,125,10.47 Earths,7.49,2019
HD 31527 c,125,14.16 Earths,7.49,2019
HD 40956 b,380,2.7 Jupiters,6.42794,2017
HD 40979 b,111,4.67 Jupiters,6.75512,2002
HD 41004 A b,120,2.54 Jupiters,8.65,2004
HD 41004 B b,136,18.37 Jupiters,8.6078,2003
HD 4113 b,137,1.56 Jupiters,7.88,2007
HD 42012 b,120,1.6 Jupiters,8.44,2017
HD 4203 b,265,2.23 Jupiters,8.7,2001
HD 4203 c,265,2.17 Jupiters,8.7,2014
HD 4208 b,112,0.81 Jupiters,7.783,2001
HD 42618 b,79,14.4 Earths,6.87,2016
HD 4308 b,72,15.8915 Earths,6.55,2005
HD 4313 b,445,1.927 Jupiters,7.83,2009
HD 43197 b,204,0.6 Jupiters,8.98,2010
HD 43691 b,279,2.55 Jupiters,8.03,2007
HD 44219 b,173,0.58 Jupiters,7.69,2010
HD 45184 b,72,12.19 Earths,6.383,2019
HD 45184 c,72,8.81 Earths,6.383,2019
HD 45350 b,153,1.79 Jupiters,7.89,2004
HD 45364 b,112,0.1872 Jupiters,8.08,2008
HD 45364 c,112,0.6579 Jupiters,8.08,2008
HD 45652 b,114,0.433 Jupiters,8.1,2008
HD 46375 b,96,0.226 Jupiters,7.91,2000
HD 47186 b,122,22.2481 Earths,7.63,2008
HD 47186 c,122,0.35061 Jupiters,7.63,2008
HD 4732 b,179,2.37 Jupiters,5.9,2012
HD 4732 c,179,2.37 Jupiters,5.9,2012
HD 47366 b,275,2.3 Jupiters,6.11151,2016
HD 47366 c,275,1.88 Jupiters,6.11151,2016
HD 47536 b,400,7.32 Jupiters,5.25,2002
HD 4760 b,1755,13.9 Jupiters,7.51,2021
HD 48265 b,295,1.525 Jupiters,8.05,2008
HD 4917 b,666,1.615 Jupiters,8.03,2018
HD 49674 b,140,31.783 Earths,8.1,2002
HD 50499 b,151,1.636 Jupiters,7.21,2005
HD 50499 c,151,2.93 Jupiters,7.21,2019
HD 50554 b,102,4.954 Jupiters,6.8561,2002
HD 51608 b,114,12.77 Earths,8.17,2019
HD 51608 c,114,14.31 Earths,8.17,2019
HD 52265 b,98,1.21 Jupiters,6.29351,2000
HD 5278 b,188,7.8 Earths,7.94,2021
HD 5278 c,188,18.4 Earths,7.94,2021
HD 5319 b,396,1.556 Jupiters,8.05,2007
HD 5319 c,396,1.053 Jupiters,8.05,2014
HD 55696 b,254,3.87 Jupiters,7.95,2018
HD 5583 b,715,5.78 Jupiters,7.604,2016
HD 5608 b,190,1.681 Jupiters,6.00272,2012
HD 564 b,167,0.33 Jupiters,8.32,2014
HD 5891 b,925,7.63 Jupiters,8.09,2011
HD 59686 A b,291,6.92 Jupiters,5.44299,2016
HD 60292 b,1028,6.5 Jupiters,6.94657,2020
HD 60532 b,85,1.06 Jupiters,4.44,2008
HD 60532 c,85,2.51 Jupiters,4.44,2008
HD 62509 b,34,2.3 Jupiters,1.12512,2006
HD 63433 b,73,5.27 Earths,6.92035,2020
HD 63433 c,73,7.61 Earths,6.92035,2020
HD 63454 b,123,0.25 Jupiters,9.37,2005
HD 63765 b,106,0.53 Jupiters,8.1,2009
HD 64114 b,103,17.8 Earths,7.71,2019
HD 6434 b,138,0.49 Jupiters,7.72,2003
HD 65216 b,115,1.295 Jupiters,7.97,2003
HD 65216 c,115,2.03 Jupiters,7.97,2013
HD 66141 b,222,6 Jupiters,4.37821,2012
HD 66428 b,174,3.204 Jupiters,8.25,2005
HD 66428 c,174,27 Jupiters,8.25,2021
HD 67087 b,250,3.06 Jupiters,8.05,2015
HD 67087 c,250,4.85 Jupiters,8.05,2015
HD 6718 b,167,1.68 Jupiters,8.45,2009
HD 68402 b,256,3.07 Jupiters,9.11,2016
HD 68988 b,198,1.97 Jupiters,8.2,2001
HD 68988 c,198,15 Jupiters,8.2,2021
HD 69830 b,41,10.2 Earths,5.96004,2006
HD 69830 c,41,11.8 Earths,5.96004,2006
HD 69830 d,41,18.1 Earths,5.96004,2006
HD 70573 b,193,6.1 Jupiters,8.667,2007
HD 70642 b,95,1.993 Jupiters,7.17,2003
HD 7199 b,118,0.27 Jupiters,8.06,2011
HD 72490 b,412,1.768 Jupiters,7.82,2018
HD 72659 b,169,3.85 Jupiters,7.46,2002
HD 72892 b,227,5.45 Jupiters,8.83,2016
HD 73267 b,164,3.097 Jupiters,8.9,2008
HD 73526 b,317,3.08 Jupiters,8.99,2002
HD 73526 c,317,2.25 Jupiters,8.99,2005
HD 73534 b,272,1.112 Jupiters,8.23,2008
HD 74156 b,188,1.8 Jupiters,7.61,2003
HD 74156 c,188,8.06 Jupiters,7.61,2003
HD 7449 b,126,0.508 Jupiters,7.5,2011
HD 75289 b,95,0.49 Jupiters,6.35,1999
HD 75784 b,279,1 Jupiter,7.84,2014
HD 75784 c,279,5.64 Jupiters,7.84,2018
HD 75898 b,255,2.71 Jupiters,8.03,2007
HD 76700 b,199,0.21 Jupiters,8.16,2002
HD 76920 b,600,3.93 Jupiters,7.83,2017
HD 77338 b,150,15.9 Earths,8.63,2012
HD 7924 b,55,6.3566 Earths,7.17896,2008
HD 7924 c,55,7.86 Earths,7.17896,2015
HD 7924 d,55,6.44 Earths,7.17896,2015
HD 79498 b,160,1.34 Jupiters,8.05,2011
HD 80606 b,217,4.38 Jupiters,9.06,2001
HD 80653 b,358,5.6 Earths,9.452,2020
HD 80869 b,279,4.86 Jupiters,8.48,2021
HD 81040 b,112,7.27 Jupiters,7.72,2005
HD 81688 b,280,2.7 Jupiters,5.39755,2007
HD 81817 b,878,27.1 Jupiters,4.26489,2020
HD 82886 b,414,2.33 Jupiters,7.62,2011
HD 82943 b,90,1.681 Jupiters,6.54993,2003
HD 82943 c,90,1.959 Jupiters,6.54993,2003
HD 8326 b,100,0.20955 Jupiters,8.76,2019
HD 83443 b,133,0.34 Jupiters,8.23,2002
HD 8535 b,181,0.68 Jupiters,7.7,2010
HD 85390 b,109,31.46517 Earths,8.54,2009
HD 81040 b,112,7.27 Jupiters,7.72,2005
HD 81688 b,280,2.7 Jupiters,5.39755,2007
HD 81817 b,878,27.1 Jupiters,4.26489,2020
HD 82886 b,414,2.33 Jupiters,7.62,2011
HD 82943 b,90,1.681 Jupiters,6.54993,2003
HD 82943 c,90,1.959 Jupiters,6.54993,2003
HD 8326 b,100,0.20955 Jupiters,8.76,2019
HD 83443 b,133,0.34 Jupiters,8.23,2002
HD 8535 b,181,0.68 Jupiters,7.7,2010
HD 85390 b,109,31.46517 Earths,8.54,2009
HD 81040 b,112,7.27 Jupiters,7.72,2005
HD 81688 b,280,2.7 Jupiters,5.39755,2007
HD 81817 b,878,27.1 Jupiters,4.26489,2020
HD 82886 b,414,2.33 Jupiters,7.62,2011
HD 82943 b,90,1.681 Jupiters,6.54993,2003
HD 82943 c,90,1.959 Jupiters,6.54993,2003
HD 8326 b,100,0.20955 Jupiters,8.76,2019
HD 83443 b,133,0.34 Jupiters,8.23,2002
HD 8535 b,181,0.68 Jupiters,7.7,2010
HD 85390 b,109,31.46517 Earths,8.54,2009
HD 81040 b,112,7.27 Jupiters,7.72,2005
HD 81688 b,280,2.7 Jupiters,5.39755,2007
HD 81817 b,878,27.1 Jupiters,4.26489,2020
HD 82886 b,414,2.33 Jupiters,7.62,2011
HD 82943 b,90,1.681 Jupiters,6.54993,2003
HD 82943 c,90,1.959 Jupiters,6.54993,2003
HD 8326 b,100,0.20955 Jupiters,8.76,2019
HD 83443 b,133,0.34 Jupiters,8.23,2002
HD 8535 b,181,0.68 Jupiters,7.7,2010
HD 85390 b,109,31.46517 Earths,8.54,2009
HD 81040 b,112,7.27 Jupiters,7.72,2005
HD 81688 b,280,2.7 Jupiters,5.39755,2007
HD 81817 b,878,27.1 Jupiters,4.26489,2020
HD 82886 b,414,2.33 Jupiters,7.62,2011
HD 82943 b,90,1.681 Jupiters,6.54993,2003
HD 82943 c,90,1.959 Jupiters,6.54993,2003
HD 8326 b,100,0.20955 Jupiters,8.76,2019
HD 83443 b,133,0.34 Jupiters,8.23,2002
HD 8535 b,181,0.68 Jupiters,7.7,2010
HD 85390 b,109,31.46517 Earths,8.54,2009
HD 81040 b,112,7.27 Jupiters,7.72,2005
HD 81688 b,280,2.7 Jupiters,5.39755,2007
HD 81817 b,878,27.1 Jupiters,4.26489,2020
HD 82886 b,414,2.33 Jupiters,7.62,2011
HD 82943 b,90,1.681 Jupiters,6.54993,2003
HD 82943 c,90,1.959 Jupiters,6.54993,2003
HD 8326 b,100,0.20955 Jupiters,8.76,2019
HD 83443 b,133,0.34 Jupiters,8.23,2002
HD 8535 b,181,0.68 Jupiters,7.7,2010
HD 85390 b,109,31.46517 Earths,8.54,2009
HD 81040 b,112,7.27 Jupiters,7.72,2005
HD 81688 b,280,2.7 Jupiters,5.39755,2007
HD 81817 b,878,27.1 Jupiters,4.26489,2020
HD 82886 b,414,2.33 Jupiters,7.62,2011
HD 82943 b,90,1.681 Jupiters,6.54993,2003
HD 82943 c,90,1.959 Jupiters,6.54993,2003
HD 8326 b,100,0.20955 Jupiters,8.76,2019
HD 83443 b,133,0.34 Jupiters,8.23,2002
HD 8535 b,181,0.68 Jupiters,7.7,2010
HD 85390 b,109,31.46517 Earths,8.54,2009
HD 81040 b,112,7.27 Jupiters,7.72,2005
HD 81688 b,280,2.7 Jupiters,5.39755,2007
HD 81817 b,878,27.1 Jupiters,4.26489,2020
HD 82886 b,414,2.33 Jupiters,7.62,2011
HD 82943 b,90,1.681 Jupiters,6.54993,2003
HD 82943 c,90,1.959 Jupiters,6.54993,2003
HD 8326 b,100,0.20955 Jupiters,8.76,2019
HD 83443 b,133,0.34 Jupiters,8.23,2002
HD 8535 b,181,0.68 Jupiters,7.7,2010
HD 85390 b,109,31.46517 Earths,8.54,2009
HD 81040 b,112,7.27 Jupiters,7.72,2005
HD 81688 b,280,2.7 Jupiters,5.39755,2007
HD 81817 b,878,27.1 Jupiters,4.26489,2020
HD 82886 b,414,2.33 Jupiters,7.62,2011
HD 82943 b,90,1.681 Jupiters,6.54993,2003
HD 82943 c,90,1.959 Jupiters,6.54993,2003
HD 8326 b,100,0.20955 Jupiters,8.76,2019
HD 83443 b,133,0.34 Jupiters,8.23,2002
HD 8535 b,181,0.68 Jupiters,7.7,2010
HD 85390 b,109,31.46517 Earths,8.54,2009
HD 81040 b,112,7.27 Jupiters,7.72,2005
HD 81688 b,280,2.7 Jupiters,5.39755,2007
HD 81817 b,878,27.1 Jupiters,4.26489,2020
HD 82886 b,414,2.33 Jupiters,7.62,2011
HD 82943 b,90,1.681 Jupiters,6.54993,2003
HD 82943 c,90,1.959 Jupiters,6.54993,2003
HD 8326 b,100,0.20955 Jupiters,8.76,2019
HD 83443 b,133,0.34 Jupiters,8.23,2002
HD 8535 b,181,0.68 Jupiters,7.7,2010
HD 85390 b,109,31.46517 Earths,8.54,2009
HD 81040 b,112,7.27 Jupiters,7.72,2005
HD 81688 b,280,2.7 Jupiters,5.39755,2007
HD 81817 b,878,27.1 Jupiters,4.26489,2020
HD 82886 b,414,2.33 Jupiters,7.62,2011
HD 82943 b,90,1.681 Jupiters,6.54993,2003
HD 82943 c,90,1.959 Jupiters,6.54993,2003
HD 8326 b,100,0.20955 Jupiters,8.76,2019
HD 83443 b,133,0.34 Jupiters,8.23,2002
HD 8535 b,181,0.68 Jupiters,7.7,2010
HD 85390 b,109,31.46517 Earths,8.54,2009
HD 81040 b,112,7.27 Jupiters,7.72,2005
HD 81688 b,280,2.7 Jupiters,5.39755,2007
HD 81817 b,878,27.1 Jupiters,4.26489,2020
HD 82886 b,414,2.33 Jupiters,7.62,2011
HD 82943 b,90,1.681 Jupiters,6.54993,2003
HD 82943 c,90,1.959 Jupiters,6.54993,2003
HD 8326 b,100,0.20955 Jupiters,8.76,2019
HD 83443 b,133,0.34 Jupiters,8.23,2002
HD 8535 b,181,0.68 Jupiters,7.7,2010
HD 85390 b,109,31.46517 Earths,8.54,2009
HD 81040 b,112,7.27 Jupiters,7.72,2005
HD 81688 b,280,2.7 Jupiters,5.39755,2007
HD 81817 b,878,27.1 Jupiters,4.26489,2020
HD 82886 b,414,2.33 Jupiters,7.62,2011
HD 82943 b,90,1.681 Jupiters,6.54993,2003
